Gene,Drug,Pearson_Correlation,id
ABCB1,ICG-001 (BRD:BRD-K94455792-001-01-8),0.3291687075334571,BRD-K94455792
ABCB1,BISINDOLYLMALEIMIDE-IX (BRD:BRD-K06543683-066-02-1),0.3239916796806527,BRD-K06543683
ABCB1,THZ1-R (BRD:BRD-K02135007-001-01-8),0.3232172829594777,BRD-K02135007
ABCB1,10-DEACETYLBACCATIN (BRD:BRD-K96631475-001-04-0),0.32015311753173153,BRD-K96631475
ABCB1,EVOGLIPTIN (TARTRATE) (BRD:BRD-K00076940-046-02-9),0.31487516173263236,BRD-K00076940
ABCB1,ALEXIDINE (BRD:BRD-A27883417-300-01-6),0.3089633349165021,BRD-A27883417
ABCB1,SP-420 (BRD:BRD-K23005288-001-01-8),0.3088666637655271,BRD-K23005288
ABCB1,ARQ-621 (BRD:BRD-K43436647-001-01-7),0.30043396143910817,BRD-K43436647
ABCB1,RHODAMINE-123 (BRD:BRD-K47169076-003-01-6),0.292215102868834,BRD-K47169076
ABCB1,ADAVIVINT (BRD:BRD-K00003499-001-01-9),0.28353304656130573,BRD-K00003499
ABCB1,DEXRAZOXANE (BRD:BRD-K07265709-003-05-6),0.2762553668319944,BRD-K07265709
ABCB1,PHA 793887 (BRD:BRD-K64800655-001-07-4),0.26933031673383906,BRD-K64800655
ABCB1,CHLORMIDAZOLE (BRD:BRD-K60443845-001-08-6),0.2638320814354662,BRD-K60443845
ABCB1,UNC0646 (BRD:BRD-K87465484-001-02-7),0.2586524291113894,BRD-K87465484
ABCB1,THZ2 (BRD:BRD-K95902121-001-01-0),0.25656609788412943,BRD-K95902121
ABCB1,ATIPAMEZOLE (BRD:BRD-K39252998-003-01-5),0.2560942228514162,BRD-K39252998
ABCB1,BX-912 (BRD:BRD-K49669041-001-08-4),0.2556841987855125,BRD-K49669041
ABCB1,GSK 602 (BRD:BRD-K04972057-001-01-1),0.2541460399698732,BRD-K04972057
ABCB1,METHYLBENZETHONIUM-CHLORIDE (BRD:BRD-K46531780-003-19-7),0.2502911150017339,BRD-K46531780
ABCB1,AT-7519 (BRD:BRD-K13390322-001-06-3),0.24843761124575559,BRD-K13390322
ABCB1,PRI-724 (BRD:BRD-K00091108-001-01-9),0.24777576278333457,BRD-K00091108
ABCB1,BATIMASTAT (BRD:BRD-K82818427-001-02-2),0.24427118137372172,BRD-K82818427
ABCB1,OCTENIDINE (BRD:BRD-K04568635-300-01-4),0.24245407396669696,BRD-K04568635
ABCB1,NH125 (BRD:BRD-K31086665-005-04-6),0.2422972484614738,BRD-K31086665
ABCB1,BERBERINE (BRD:BRD-K14796088-003-26-8),0.2416939023065557,BRD-K14796088
ABCB1,ORNIPRESSIN (BRD:BRD-K00003333-001-01-9),0.2410851111629474,BRD-K00003333
ABCB1,TH-302 (BRD:BRD-K20958582-001-01-4),0.23821009680858363,BRD-K20958582
ABCB1,HARRINGTONINE (BRD:BRD-K96358241-001-01-9),0.23509086586427738,BRD-K96358241
ABCB1,UNC0631 (BRD:BRD-K13060017-001-02-1),0.23243474218886656,BRD-K13060017
ABCB1,OLAPARIB (BRD:BRD-K02113016-001-15-4),0.22372791543820966,BRD-K02113016
ABCB1,PI 103 (BRD:BRD-K67868012-001-07-6),0.22072107700282587,BRD-K67868012
ABCB1,PF-477736 (BRD:BRD-K03063480-001-05-8),0.2189772075304504,BRD-K03063480
ABCB1,MG-624 (BRD:BRD-K03128577-005-08-9),0.21849388992654095,BRD-K03128577
ABCB1,SEL120-34A (MONOHYDROCHLORIDE) (BRD:BRD-K00091121-003-01-9),0.21671456466473737,BRD-K00091121
ABCB1,PEMRAMETOSTAT (BRD:BRD-K00003421-001-01-9),0.21598289933499315,BRD-K00003421
ABCB1,SGI-1027 (BRD:BRD-K61228301-001-01-2),0.2156466623186658,BRD-K61228301
ABCB1,MERICITABINE (BRD:BRD-K69726595-001-01-2),0.21450047317999224,BRD-K69726595
ABCB1,OXIRACETAM (BRD:BRD-K50677762-001-01-5),0.21376923695891595,BRD-K50677762
ABCB1,BIRINAPANT (BRD:BRD-K71221037-001-01-6),0.2134914687470782,BRD-K71221037
ABCB1,THIOSTREPTON (BRD:BRD-K58049875-001-04-7),0.21305900437665246,BRD-K58049875
ABCB1,ETOPOSIDE (BRD:BRD-K37798499-001-27-2),0.20442921706550624,BRD-K37798499
ABCB1,MIK665 (BRD:BRD-K00005263-001-02-9),0.20340652508042562,BRD-K00005263
ABCB1,BRIGATINIB (BRD:BRD-K56032964-001-02-1),0.20103314759059887,BRD-K56032964
ABCB1,OSI 930 OSI930 (BRD:BRD-K25340465-001-11-1),0.1988190371749399,BRD-K25340465
ABCB1,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.198492845815884,BRD-K82818427
ABCB1,Y-27632 (BRD:BRD-K44084986-300-08-4),0.19697748315943933,BRD-K44084986
ABCB1,CARBACHOL (BRD:BRD-K75037734-003-13-9),0.19664068379066424,BRD-K75037734
ABCB1,DOMIPHEN (BRD:BRD-K30431096-004-01-3),0.19579180310952576,BRD-K30431096
ABCB1,PF-06459988 (BRD:BRD-K00003311-001-01-9),0.19577013838398286,BRD-K00003311
ABCB1,XANOMELINE (BRD:BRD-K72815923-034-01-2),0.19565853268860128,BRD-K72815923
ABCB1,FN-1501 (BRD:BRD-K00003096-001-01-9),0.195478590274411,BRD-K00003096
ABCB1,DOXORUBICIN (BRD:BRD-K92093830-003-30-8),0.19517211041730073,BRD-K92093830
ABCB1,CETYLPYRIDINIUM (BRD:BRD-K87700323-003-05-1),0.194901297149121,BRD-K87700323
ABCB1,PF-03758309 (BRD:BRD-K37764012-001-04-1),0.1930322117223912,BRD-K37764012
ABCB1,BELOTECAN (BRD:BRD-K00003160-003-01-9),0.19260532341584138,BRD-K00003160
ABCB1,SB-505124 (BRD:BRD-K40109029-001-02-9),0.19193797298677606,BRD-K40109029
ABCB1,INX-08189 (BRD:BRD-K00004752-001-01-9),0.19187597115125082,BRD-K00004752
ABCB1,VALRUBICIN (BRD:BRD-K72951360-001-01-4),0.187880608518019,BRD-K72951360
ABCB1,K-RAS(G12C)-INHIBITOR-12 (BRD:BRD-K90756851-001-01-1),0.18683573832979167,BRD-K90756851
ABCB1,EPIRUBICIN (BRD:BRD-K04548931-003-16-5),0.1850808916480955,BRD-K04548931
ABCB1,IPRONIAZID (BRD:BRD-K88568253-011-19-9),0.183776085499604,BRD-K88568253
ABCB1,CUDC 101 (BRD:BRD-K41278234-001-03-0),0.181942303762031,BRD-K41278234
ABCB1,DANUSERTIB (BRD:BRD-K07881437-001-03-8),0.1812208894218526,BRD-K07881437
ABCB1,7-NITROINDAZOLE (BRD:BRD-K04430056-236-02-1),0.1781250354526274,BRD-K04430056
ABCB1,CHLOROPYRAMINE (BRD:BRD-K83257731-003-23-5),0.17725773527213362,BRD-K83257731
ABCB1,TENIPOSIDE (BRD:BRD-K10362825-001-03-4),0.17550163737448501,BRD-K10362825
ABCB1,CEVIPABULIN (BRD:BRD-A02473266-001-01-1),0.1754122407194052,BRD-A02473266
ABCB1,THIOCOLCHICOSIDE (BRD:BRD-K26619122-001-02-1),0.17513719585178444,BRD-K26619122
ABCB1,NMS-E973 (BRD:BRD-K58770988-001-01-8),0.17200800534584737,BRD-K58770988
ABCB1,REMDESIVIR (BRD:BRD-K00071599-001-02-9),0.17114927921384332,BRD-K00071599
ABCB1,MERIMEPODIB (BRD:BRD-K09372874-001-01-0),0.1700023578884988,BRD-K09372874
ABCB1,TEN-010 (BRD:BRD-K00005242-001-01-9),0.16941211346814292,BRD-K00005242
ABCB1,STATTIC (BRD:BRD-K17061841-001-03-5),0.16796791287804022,BRD-K17061841
ABCB1,ELAMIPRETIDE (TFA) (BRD:BRD-K00079505-019-02-9),0.16434498632567443,BRD-K00079505
ABCB1,PERETINOIN (BRD:BRD-K99431849-001-01-7),0.1642279388747167,BRD-K99431849
ABCB1,ARQ-092 (BRD:BRD-K60171656-001-01-6),0.1640971025834008,BRD-K60171656
ABCB1,BENZYLDIMETHYLHEXADECYLAMMONIUM (BRD:BRD-K23403298-003-01-9),0.16184868410127912,BRD-K23403298
ABCB1,INARIGIVIR (BRD:BRD-K00003532-001-01-9),0.16161666090292043,BRD-K00003532
ABCB1,4E1RCAT (BRD:BRD-K67173685-001-06-9),0.16081897130382541,BRD-K67173685
ABCB1,FEXINIDAZOLE (BRD:BRD-K37069697-001-01-3),0.1605896552829138,BRD-K37069697
ABCB1,LATANOPROST (BRD:BRD-K10961822-001-05-1),0.1605885833437129,BRD-K10961822
ABCB1,ST-2825 (BRD:BRD-K68470841-001-01-0),0.1601811257742914,BRD-K68470841
ABCB1,MITOXANTRONE (BRD:BRD-K21680192-300-14-4),0.15977042653701135,BRD-K21680192
ABCB1,ANLOTINIB (BRD:BRD-K36949735-001-01-1),0.15898783196480676,BRD-K36949735
ABCB1,TEMSIROLIMUS (BRD:BRD-K42898655-001-01-8),0.15782493092594635,BRD-K42898655
ABCB1,DEQUALINIUM (BRD:BRD-K77685957-300-09-1),0.15777788467561626,BRD-K77685957
ABCB1,OLANEXIDINE (BRD:BRD-K00074735-014-02-9),0.1576159919376423,BRD-K00074735
ABCB1,RAF265 (BRD:BRD-K93123848-001-04-1),0.15753890462827003,BRD-K93123848
ABCB1,PD1-PDL-INHIBITOR-1 (BRD:BRD-K04032780-001-01-8),0.15730725177518332,BRD-K04032780
ABCB1,BARASERTIB (BRD:BRD-K31928526-001-02-1),0.15700885548689472,BRD-K31928526
ABCB1,AT-406 (BRD:BRD-K83030136-001-02-9),0.15682799530024558,BRD-K83030136
ABCB1,ILOMASTAT (BRD:BRD-K51662849-001-08-8),0.1564052503043931,BRD-K51662849
ABCB1,ARTELINIC ACID (BRD:BRD-K00073067-001-02-9),0.1550110017507156,BRD-K00073067
ABCB1,TASELISIB (BRD:BRD-K44844162-001-01-6),0.1549688698553584,BRD-K44844162
ABCB1,JD-5037 (BRD:BRD-K00003271-001-01-9),0.15449194431167174,BRD-K00003271
ABCB1,NVP-231 (BRD:BRD-K01573278-001-02-1),0.1543947268020224,BRD-K01573278
ABCB1,AV-412 (BRD:BRD-K23190681-001-01-1),0.15420700295114045,BRD-K23190681
ABCB1,DANUSERTIB (BRD:BRD-K07881437-001-04-6),0.15319265901314727,BRD-K07881437
ABCB1,APATINIB (BRD:BRD-K25244359-066-03-4),0.15202021296043336,BRD-K25244359
ABCB1,MK-571 (BRD:BRD-A73679382-236-01-8),0.15147200212952808,BRD-A73679382
ABCB1,GALLIUM-TRIQUINOLIN-8-OLATE (BRD:BRD-K46648676-001-01-8),0.15142298963525264,BRD-K46648676
ABCB1,PARTHENOLIDE (BRD:BRD-K98548675-001-05-9),0.15004517974741374,BRD-K98548675
ABCB1,TOSEDOSTAT (BRD:BRD-K92241597-001-06-0),0.14994032486502268,BRD-K92241597
ABCB1,CMPD-1 (BRD:BRD-K54095730-001-03-1),0.1497776115876194,BRD-K54095730
ABCB1,AZD1480 (BRD:BRD-K65928735-001-04-3),0.1497218131017656,BRD-K65928735
ABCB1,RITODRINE (BRD:BRD-K14003026-003-09-0),0.1489540648671982,BRD-K14003026
ABCB1,LCQ908 (BRD:BRD-K20008181-001-01-3),0.14891261150514645,BRD-K20008181
ABCB1,CH5132799 (BRD:BRD-K28352084-001-02-3),0.14824054235555736,BRD-K28352084
ABCB1,BVT-948 (BRD:BRD-K68567222-001-01-2),0.14742015707058084,BRD-K68567222
ABCB1,ARTEMISININ (BRD:BRD-K13112821-001-17-4),0.1473732050172174,BRD-K13112821
ABCB1,LITRONESIB (BRD:BRD-K83029223-001-01-3),0.14729616165922482,BRD-K83029223
ABCB1,SU-11274 (BRD:BRD-K02965346-001-07-5),0.14707959351152688,BRD-K02965346
ABCB1,CP-673451 (BRD:BRD-K43621685-001-02-5),0.14680372881127682,BRD-K43621685
ABCB1,GPP-78 (BRD:BRD-K83289131-003-01-0),0.14463745441376444,BRD-K83289131
ABCB1,TENIPOSIDE (BRD:BRD-A35588707-001-05-5),0.14413757313394893,BRD-A35588707
ABCB1,SB-225002 (BRD:BRD-K61323504-001-04-0),0.14313557995520096,BRD-K61323504
ABCB1,ERLOTINIB (BRD:BRD-K70401845-003-09-6),0.1422757812513367,BRD-K70401845
ABCB1,DOLUTEGRAVIR (BRD:BRD-K36386086-001-01-1),0.14201585141851084,BRD-K36386086
ABCB1,TRICIRIBINE (BRD:BRD-K80431395-001-07-3),0.14190877780457742,BRD-K80431395
ABCB1,SEPANTRONIUM BROMIDE (BRD:BRD-K76703230-004-04-1),0.14026933751367096,BRD-K76703230
ABCB1,BLU9931 (BRD:BRD-K72898849-001-01-8),0.1400770223080167,BRD-K72898849
ABCB1,DORZOLAMIDE (BRD:BRD-K71075609-003-01-0),0.13981743624611126,BRD-K71075609
ABCB1,F-11440 (BRD:BRD-K87948281-001-01-9),0.13905420181005146,BRD-K87948281
ABCB1,PF-573228 (BRD:BRD-K79239947-001-06-8),0.1388667783981457,BRD-K79239947
ABCB1,TRICIRIBINE-PHOSPHATE (BRD:BRD-K00004666-001-01-9),0.13874243375241188,BRD-K00004666
ABCB1,EW-7197 (BRD:BRD-K74396648-001-01-4),0.13835337353592705,BRD-K74396648
ABCB1,CETRIMONIUM (BRD:BRD-K47079459-004-04-6),0.13803893533108105,BRD-K47079459
ABCB1,KPT-276 (BRD:BRD-K75352575-001-01-3),0.13795491966391313,BRD-K75352575
ABCB1,SKF-96365 (BRD:BRD-A72703248-003-04-9),0.13768727972930384,BRD-A72703248
ABCB1,BMS-387032 (BRD:BRD-K43389698-001-09-9),0.13736943300499693,BRD-K43389698
ABCB1,PICTILISIB (BRD:BRD-K52911425-001-09-8),0.13711092428235883,BRD-K52911425
ABCB1,GSK1292263 (BRD:BRD-K60341624-001-02-2),0.13526087665787617,BRD-K60341624
ABCB1,PP242 (BRD:BRD-K87112191-001-04-5),0.13485942346968882,BRD-K87112191
ABCB1,THEOBROMINE (BRD:BRD-K34888156-213-01-4),0.13485846592129588,BRD-K34888156
ABCB1,PRT062070 (BRD:BRD-K25835157-001-01-4),0.13450880075980448,BRD-K25835157
ABCB1,NSC-663284 (BRD:BRD-K03109492-001-02-2),0.13441829889438234,BRD-K03109492
ABCB1,GENIPIN (BRD:BRD-K28824103-001-02-8),0.13435123750399508,BRD-K28824103
ABCB1,THIAMPHENICOL (BRD:BRD-K79711234-001-18-3),0.13337159452442993,BRD-K79711234
ABCB1,ZOLANTIDINE (BRD:BRD-K08996725-332-01-7),0.13290919318714434,BRD-K08996725
ABCB1,PREDNISOLONE-ACETATE (BRD:BRD-A01643550-001-04-9),0.13282288997609035,BRD-A01643550
ABCB1,IPATASERTIB (BRD:BRD-K71480163-001-01-4),0.13215726894605162,BRD-K71480163
ABCB1,EDO-S101 (BRD:BRD-K00003432-001-01-9),0.1317713108173233,BRD-K00003432
ABCB1,XL228 (BRD:BRD-K14274271-001-02-8),0.13138752548896512,BRD-K14274271
ABCB1,TENATOPRAZOLE (BRD:BRD-A42270467-001-04-4),0.13125968695080023,BRD-A42270467
ABCB1,NSC-23766 (BRD:BRD-A80213327-305-08-3),0.13051321437153185,BRD-A80213327
ABCB1,CP-339818 (BRD:BRD-K52113681-003-02-1),0.13049606329330682,BRD-K52113681
ABCB1,AP1903 (BRD:BRD-K28383148-001-01-4),0.13041819011248482,BRD-K28383148
ABCB1,D-7193 (BRD:BRD-K32372024-001-01-0),0.13018016669749183,BRD-K32372024
ABCB1,NAMPT-IN-1 (BRD:BRD-K18280217-001-01-0),0.12993937507903364,BRD-K18280217
ABCB1,ECAMSULE-TRIETHANOLAMINE (BRD:BRD-A47953250-001-01-7),0.12936108746850047,BRD-A47953250
ABCB1,TEMSIROLIMUS (BRD:BRD-A79768653-001-12-0),0.12934884186451698,BRD-A79768653
ABCB1,4SC-202 (BRD:BRD-K11773281-075-02-4),0.12927731009878302,BRD-K11773281
ABCB1,INCB-3284 (BRD:BRD-K67628093-001-01-9),0.12921832067607678,BRD-K67628093
ABCB1,MOZAVAPTAN (BRD:BRD-A31095847-001-02-3),0.12914308544875808,BRD-A31095847
ABCB1,G-1 (BRD:BRD-K62696033-001-01-4),0.12880319111276603,BRD-K62696033
ABCB1,XL388 (BRD:BRD-K03549949-001-01-0),0.12853432494387615,BRD-K03549949
ABCB1,CRIZOTINIB (BRD:BRD-K78431006-001-10-2),0.1285243684207155,BRD-K78431006
ABCB1,THZ1 (BRD:BRD-K66401437-001-03-3),0.12843821986983472,BRD-K66401437
ABCB1,PFK-015 (BRD:BRD-K95573441-001-01-2),0.12736634136810432,BRD-K95573441
ABCB1,TCN201 (BRD:BRD-K09787262-001-01-9),0.1269798636273625,BRD-K09787262
ABCB1,AMETANTRONE (BRD:BRD-K00004726-001-01-9),0.12683687458942794,BRD-K00004726
ABCB1,GSK 690693 (BRD:BRD-K25325018-001-05-6),0.1265936201097351,BRD-K25325018
ABCB1,DROTAVERINE (BRD:BRD-K14658796-003-01-6),0.12654739950133365,BRD-K14658796
ABCB1,SB-366791 (BRD:BRD-K61536336-001-01-7),0.126420883578554,BRD-K61536336
ABCB1,A-154475 (BRD:BRD-A27376179-001-01-3),0.1258274579084572,BRD-A27376179
ABCB1,MERCAPTOPURINE (BRD:BRD-K91601245-001-12-0),0.1256997516252281,BRD-K91601245
ABCB1,ZALDARIDE (BRD:BRD-A26032986-050-02-1),0.1255396452864422,BRD-A26032986
ABCB1,GAL-021 (BRD:BRD-K00003410-001-01-9),0.12519798834541543,BRD-K00003410
ABCB1,UNBS-5162 (BRD:BRD-K30933884-001-01-0),0.12482003042731242,BRD-K30933884
ABCB1,AZD9668 (BRD:BRD-K31476763-001-01-5),0.12479256014166304,BRD-K31476763
ABCB1,CLOFAZIMINE (BRD:BRD-K56614220-001-19-0),0.12450423035490894,BRD-K56614220
ABCB1,BNTX (BRD:BRD-A55484088-050-02-5),0.12415118381885763,BRD-A55484088
ABCB1,AMUVATINIB (BRD:BRD-K66538826-001-07-2),0.1239724393119848,BRD-K66538826
ABCB1,ROSAMICIN (BRD:BRD-K00004538-001-01-9),0.12396928127753126,BRD-K00004538
ABCB1,BUTAMBEN (BRD:BRD-K27217864-001-22-3),0.12367702443695106,BRD-K27217864
ABCB1,2-METHOXYESTRADIOL (BRD:BRD-K44408410-001-17-6),0.12349180628314675,BRD-K44408410
ABCB1,SB-525334 (BRD:BRD-K37720887-001-07-8),0.12335148220072273,BRD-K37720887
ABCB1,FLURBIPROFEN-AXETIL (BRD:BRD-K00004724-001-01-9),0.12317164384136678,BRD-K00004724
ABCB1,3-HYDROXY-3-PHENYLPENTANAMIDE (BRD:BRD-A66143912-001-01-1),0.12285183669705256,BRD-A66143912
ABCB1,NICLOSAMIDE (BRD:BRD-K35960502-001-20-0),0.12265370408906154,BRD-K35960502
ABCB1,GNE-477 (BRD:BRD-K12609995-001-02-9),0.12244882551011314,BRD-K12609995
ABCB1,ETHACRIDINE-LACTATE-MONOHYDRATE (BRD:BRD-K24715592-406-02-1),0.1221677002209151,BRD-K24715592
ABCB1,KI-20227 (BRD:BRD-A88787317-001-01-0),0.12215400972260604,BRD-A88787317
ABCB1,MLN0128 (BRD:BRD-K59317601-001-05-5),0.12197125892080134,BRD-K59317601
ABCB1,ML314 (BRD:BRD-K92606079-001-02-0),0.12187076073617076,BRD-K92606079
ABCB1,L-778123 (BRD:BRD-K10958118-003-01-5),0.12186779506833387,BRD-K10958118
ABCB1,DMH4 (BRD:BRD-K40575944-001-01-5),0.12170483474482574,BRD-K40575944
ABCB1,GARENOXACIN (BRD:BRD-K77038618-356-01-3),0.12166051402721904,BRD-K77038618
ABCB1,MIBAMPATOR (BRD:BRD-K42981054-001-01-9),0.12165834504931362,BRD-K42981054
ABCB1,TEMAZEPAM (BRD:BRD-A93093700-001-02-9),0.12133216482921734,BRD-A93093700
ABCB1,UNC0642 (BRD:BRD-K60130390-001-02-1),0.12123026035135062,BRD-K60130390
ABCB1,IRINOTECAN (BRD:BRD-K08547377-394-03-5),0.12102542352474908,BRD-K08547377
ABCB1,GSK2656157 (BRD:BRD-K41104902-001-01-3),0.1210168195088545,BRD-K41104902
ABCB1,TH-588 (BRD:BRD-K01054709-001-01-3),0.12053464869342308,BRD-K01054709
ABCB1,BRUCEANTIN (BRD:BRD-A36057565-001-01-0),0.12021249115242709,BRD-A36057565
ABCB1,EPZ015666 (BRD:BRD-K70446295-001-01-7),0.12017644052542813,BRD-K70446295
ABCB1,ERTEBEREL (BRD:BRD-K80608265-001-01-6),0.11932778771983786,BRD-K80608265
ABCB1,CIPEMASTAT (BRD:BRD-K95362002-001-01-1),0.11920927763071919,BRD-K95362002
ABCB1,SEPANTRONIUM BROMIDE (BRD:BRD-K76703230-004-03-3),0.11906748653998395,BRD-K76703230
ABCB1,KI-16425 (BRD:BRD-A25569250-001-03-3),0.11887883424252683,BRD-A25569250
ABCB1,VISOMITIN (BRD:BRD-K00003375-004-01-9),0.11886522703197161,BRD-K00003375
ABCB1,ALVESPIMYCIN (BRD:BRD-K83988098-001-02-0),0.11885236412022175,BRD-K83988098
ABCB1,PAROXETINE (BRD:BRD-K37991163-003-13-4),0.11876646426094646,BRD-K37991163
ABCB1,MEBENDAZOLE (BRD:BRD-K77987382-001-13-2),0.11866425416313464,BRD-K77987382
ABCB1,PSI-6130 (BRD:BRD-K07798980-001-01-9),0.11864646014922019,BRD-K07798980
ABCB1,GDC-0980 (BRD:BRD-K23228615-001-02-8),0.11804021860913985,BRD-K23228615
ABCB1,HKI-357 (BRD:BRD-K58811567-001-01-9),0.11733974076980663,BRD-K58811567
ABCB1,TALAZOPARIB (BRD:BRD-K95142244-001-01-5),0.1172871970716925,BRD-K95142244
ABCB1,VER-155008 (BRD:BRD-K32330832-001-01-0),0.11719882335713105,BRD-K32330832
ABCB1,BREQUINAR (BRD:BRD-K96123349-236-02-8),0.11700488686057181,BRD-K96123349
ABCB1,GSK-2141795 (BRD:BRD-K38332599-001-01-3),0.11685172176208267,BRD-K38332599
ABCB1,CAPIVASERTIB (BRD:BRD-K99023089-001-03-7),0.11650984752581935,BRD-K99023089
ABCB1,ML-9 (BRD:BRD-K68402494-003-03-5),0.11622269837497244,BRD-K68402494
ABCB1,NAFTOPIDIL (BRD:BRD-A01787639-003-16-9),0.1161899065573246,BRD-A01787639
ABCB1,IXABEPILONE (BRD:BRD-K03601870-001-01-2),0.11617533820819714,BRD-K03601870
ABCB1,PAZOPANIB (BRD:BRD-K74514084-001-03-9),0.11610777599606033,BRD-K74514084
ABCB1,EXELBINE (BRD:BRD-K69280563-001-01-8),0.11554487439998504,BRD-K69280563
ABCB1,9-AMINOCAMPTOTHECIN (BRD:BRD-K09291936-001-13-3),0.11546409791658209,BRD-K09291936
ABCB1,CYPROTERONE-ACETATE (BRD:BRD-K41141507-001-18-9),0.11533919607249599,BRD-K41141507
ABCB1,ETP-46464 (BRD:BRD-K24556407-001-02-3),0.11527792724921268,BRD-K24556407
ABCB1,CHLORPROPAMIDE (BRD:BRD-K97746869-001-27-0),0.1152039155086732,BRD-K97746869
ABCB1,AZD5991 (BRD:BRD-K00005264-001-02-9),0.1148431052613131,BRD-K00005264
ABCB1,PRIMAQUINE (BRD:BRD-A55913614-316-09-6),0.11483531047338011,BRD-A55913614
ABCB1,HYPOESTOXIDE (BRD:BRD-A51571244-001-01-9),0.11480538606424184,BRD-A51571244
ABCB1,ILOMASTAT (BRD:BRD-K51662849-001-05-4),0.11463999828602281,BRD-K51662849
ABCB1,PDP-EA (BRD:BRD-K26358347-001-01-7),0.11458848247915296,BRD-K26358347
ABCB1,NORETHISTERONE-ENANTHATE (BRD:BRD-K07625016-001-01-2),0.11434236428814688,BRD-K07625016
ABCB1,RILUZOLE (BRD:BRD-K21283037-001-21-5),0.11423409616277241,BRD-K21283037
ABCB1,GLPG0492 (BRD:BRD-K15893360-001-01-8),0.11411288113144086,BRD-K15893360
ABCB1,TENOFOVIR-ALAFENAMIDE (BRD:BRD-A25988899-001-01-6),0.11380920441097554,BRD-A25988899
ABCB1,HALOPROGIN (BRD:BRD-K13238168-001-02-0),0.11344526354615789,BRD-K13238168
ABCB1,ROCILETINIB (BRD:BRD-K33610132-001-02-9),0.11343448762129785,BRD-K33610132
ABCB1,AZ505 (BRD:BRD-K76244476-362-02-5),0.11340801051738639,BRD-K76244476
ABCB1,BMS-707035 (BRD:BRD-K49555808-001-03-9),0.11326391653386035,BRD-K49555808
ABCB1,CYAMEMAZINE (BRD:BRD-A42881122-001-01-1),0.11320063348376848,BRD-A42881122
ABCB1,TEDIZOLID (BRD:BRD-K59436580-001-01-7),0.11318030156061439,BRD-K59436580
ABCB1,ENSARTINIB HYDROCHLORIDE (BRD:BRD-K00073038-001-02-9),0.11317136890766931,BRD-K00073038
ABCB1,GAMBOGIC-ACID (BRD:BRD-K08542803-001-03-1),0.11316714042908121,BRD-K08542803
ABCB1,MEGLITINIDE (BRD:BRD-K51324732-001-01-0),0.11306568615394197,BRD-K51324732
ABCB1,TAS-116 (BRD:BRD-K00074122-001-02-9),0.11281805699131155,BRD-K00074122
ABCB1,GDC-0084 (BRD:BRD-K00003309-001-01-9),0.11221254114351877,BRD-K00003309
ABCB1,DELAVIRDINE (BRD:BRD-K34068325-066-03-7),0.11211482034976865,BRD-K34068325
ABCB1,GDC-0349 (BRD:BRD-K43187018-001-03-3),0.11209305762917532,BRD-K43187018
ABCB1,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.11204937154934941,BRD-K28061410
ABCB1,ELTANEXOR (BRD:BRD-K00003369-001-01-9),0.11201603372614252,BRD-K00003369
