Gene,Drug,Pearson_Correlation,id
ABCC1,ACY-1215 (BRD:BRD-K82928847-001-04-7),0.1356762533968008,BRD-K82928847
ABCC1,ANTIMONYL (BRD:BRD-A74328360-409-02-8),0.13512980741474445,BRD-A74328360
ABCC1,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.1345535286990768,BRD-K82244583
ABCC1,BAY 869766 (BRD:BRD-K85751432-001-03-3),0.13414007124139582,BRD-K85751432
ABCC1,SRT1720 (BRD:BRD-K95926480-003-03-6),0.13401275602250223,BRD-K95926480
ABCC1,PF-06260414 (BRD:BRD-K00004644-001-01-9),0.1333874733834528,BRD-K00004644
ABCC1,JD-5037 (BRD:BRD-K00003271-001-01-9),0.1332164673597561,BRD-K00003271
ABCC1,S-ISOPROPYLISOTHIOUREA (BRD:BRD-K10673031-004-02-0),0.1302916534995394,BRD-K10673031
ABCC1,ROXATIDINE-ACETATE (BRD:BRD-K81855038-003-13-9),0.12987221814154515,BRD-K81855038
ABCC1,PR-619 (BRD:BRD-K54395039-001-01-7),0.12941937872391263,BRD-K54395039
ABCC1,AVUTOMETINIB (BRD:BRD-K82804538-001-01-0),0.12905968690238964,BRD-K82804538
ABCC1,TANSHINONE-IIA (BRD:BRD-K00141480-001-15-4),0.1290124544766887,BRD-K00141480
ABCC1,BVD-523 (BRD:BRD-K28965160-001-01-1),0.12891854709347253,BRD-K28965160
ABCC1,JIB04 (BRD:BRD-K76180386-001-01-6),0.12889393392530932,BRD-K76180386
ABCC1,DIHYDROARTEMISININ (BRD:BRD-K62213621-001-01-6),0.12883809575836794,BRD-K62213621
ABCC1,AZ-628 (BRD:BRD-K05804044-001-18-5),0.12861277327063364,BRD-K05804044
ABCC1,OSI 930 OSI930 (BRD:BRD-K25340465-001-11-1),0.12721842809033532,BRD-K25340465
ABCC1,ENCORAFENIB (BRD:BRD-K00003576-001-01-9),0.1260664324413515,BRD-K00003576
ABCC1,EPIRUBICIN (BRD:BRD-K04548931-003-16-5),0.12490517658404453,BRD-K04548931
ABCC1,HALOPERIDOL (BRD:BRD-K67783091-001-26-1),0.12486856843391268,BRD-K67783091
ABCC1,RAF709 (BRD:BRD-K00010389-001-01-9),0.12445543702491738,BRD-K00010389
ABCC1,THIOSTREPTON (BRD:BRD-K58049875-001-04-7),0.1241298029261427,BRD-K58049875
ABCC1,9-AMINOCAMPTOTHECIN (BRD:BRD-K09291936-001-13-3),0.12395817344183464,BRD-K09291936
ABCC1,OCTENIDINE (BRD:BRD-K04568635-300-01-4),0.12391240237105718,BRD-K04568635
ABCC1,IDOXURIDINE (BRD:BRD-K76634210-001-12-1),0.12329949333538454,BRD-K76634210
ABCC1,CUDC 101 (BRD:BRD-K41278234-001-03-0),0.12300998083419044,BRD-K41278234
ABCC1,SANT-2 (BRD:BRD-K35781423-001-01-6),0.12201991773712421,BRD-K35781423
ABCC1,LYLAMINE (BRD:BRD-K62289640-003-05-9),0.12187683048228941,BRD-K62289640
ABCC1,PLX51107 (BRD:BRD-K00003099-001-01-9),0.12064488247115314,BRD-K00003099
ABCC1,TCS-21311 (BRD:BRD-K49461364-001-01-0),0.1201756945988224,BRD-K49461364
ABCC1,IKK-2-INHIBITOR-V (BRD:BRD-K74305673-001-06-2),0.11988053398079603,BRD-K74305673
ABCC1,WY-16922 (BRD:BRD-K43419711-001-01-4),0.11988039002699619,BRD-K43419711
ABCC1,TY-52156 (BRD:BRD-K66584608-001-03-9),0.11982206648477961,BRD-K66584608
ABCC1,HUPERZINE-A (BRD:BRD-K62240499-001-05-9),0.11975922543829388,BRD-K62240499
ABCC1,MM-206 (BRD:BRD-K00004622-001-01-9),0.11923907876536911,BRD-K00004622
ABCC1,ATIPAMEZOLE (BRD:BRD-K39252998-003-01-5),0.11894351187166582,BRD-K39252998
ABCC1,TRIPTORELIN (BRD:BRD-K62685538-001-01-7),0.11825840197049248,BRD-K62685538
ABCC1,C-021 (BRD:BRD-K98179423-300-01-3),0.11758591473540898,BRD-K98179423
ABCC1,HA14-1 (BRD:BRD-K18163608-001-05-6),0.11729236426169423,BRD-K18163608
ABCC1,SGI-1027 (BRD:BRD-K61228301-001-01-2),0.11719229253473727,BRD-K61228301
ABCC1,RP-54745 (BRD:BRD-K00073937-001-02-9),0.11662166542834057,BRD-K00073937
ABCC1,CEFTRIAXONE (BRD:BRD-K96734425-304-01-7),0.11626751193987532,BRD-K96734425
ABCC1,CHF5074 (BRD:BRD-K34508702-001-02-4),0.11541713240140533,BRD-K34508702
ABCC1,VX-11E (BRD:BRD-K93725829-001-03-8),0.11534053092253121,BRD-K93725829
ABCC1,GALLAMINE-TRIETHIODIDE (BRD:BRD-K43106192-320-11-8),0.11528919916646178,BRD-K43106192
ABCC1,6-CHLOROMELATONIN (BRD:BRD-K34663752-001-09-1),0.1149950469164005,BRD-K34663752
ABCC1,VISOMITIN (BRD:BRD-K00003375-004-01-9),0.11479553314231725,BRD-K00003375
ABCC1,XIPAMIDE (BRD:BRD-K27393415-001-01-0),0.11467028371789739,BRD-K27393415
ABCC1,CRESOL (BRD:BRD-K56940914-001-04-2),0.11450055273942523,BRD-K56940914
ABCC1,FEXINIDAZOLE (BRD:BRD-K37069697-001-01-3),0.11428067678499546,BRD-K37069697
ABCC1,BAFETINIB (BRD:BRD-A75975749-001-01-4),0.11423022103344668,BRD-A75975749
ABCC1,TRAMETINIB (BRD:BRD-K12343256-001-08-9),0.11412222909869979,BRD-K12343256
ABCC1,LIFIRAFENIB (BRD:BRD-K00003275-001-01-9),0.11383741241707683,BRD-K00003275
ABCC1,VU0238429 (BRD:BRD-K24187789-001-01-7),0.11359855646534905,BRD-K24187789
ABCC1,API-1 (BRD:BRD-K97840621-001-02-9),0.11345100365059044,BRD-K97840621
ABCC1,ML786 (BRD:BRD-K52644305-300-02-9),0.11296391869395923,BRD-K52644305
ABCC1,BARDOXOLONE (BRD:BRD-K20545304-001-01-6),0.11275768165060303,BRD-K20545304
ABCC1,PIBOSEROD (BRD:BRD-K02750403-001-01-4),0.11260781985117016,BRD-K02750403
ABCC1,THIOCOLCHICOSIDE (BRD:BRD-K26619122-001-02-1),0.11205332743908399,BRD-K26619122
ABCC1,3-INDOLEBUTYRIC-ACID (BRD:BRD-K43187796-001-02-3),0.1119571195639596,BRD-K43187796
ABCC1,TAZOBACTAM (BRD:BRD-A18611368-001-01-5),0.1118232424342087,BRD-A18611368
ABCC1,4-METHYLGENISTEIN (BRD:BRD-K73303757-001-21-6),0.11167584830198622,BRD-K73303757
ABCC1,FISETIN (BRD:BRD-K31836715-001-06-8),0.11149562677276087,BRD-K31836715
ABCC1,MOFEZOLAC (BRD:BRD-K49372556-001-04-1),0.11133984831290576,BRD-K49372556
ABCC1,HALOPROGIN (BRD:BRD-K13238168-001-02-0),0.11133565291197056,BRD-K13238168
ABCC1,CHLORMIDAZOLE (BRD:BRD-K60443845-001-08-6),0.11088701037053329,BRD-K60443845
ABCC1,TOPOTECAN (BRD:BRD-K55696337-003-24-4),0.11080098251404413,BRD-K55696337
ABCC1,HOMATROPINE-METHYLBROMIDE (BRD:BRD-A43999749-004-04-1),0.11029799173413167,BRD-A43999749
ABCC1,CURCUMIN (BRD:BRD-K07572174-001-39-4),0.11002640603063456,BRD-K07572174
ABCC1,EFLOXATE (BRD:BRD-K55166090-001-09-0),0.109830480539053,BRD-K55166090
ABCC1,TETRANDRINE (BRD:BRD-K08078237-001-19-8),0.10916514261383782,BRD-K08078237
ABCC1,ETHOXZOLAMIDE (BRD:BRD-K18131774-001-17-6),0.10902441070326836,BRD-K18131774
ABCC1,CEFOSELIS (BRD:BRD-K72339976-065-04-7),0.10853276616398543,BRD-K72339976
ABCC1,SILVER-SULFADIAZINE (BRD:BRD-K68379918-001-01-1),0.10826508473576385,BRD-K68379918
ABCC1,SIMVASTATIN (BRD:BRD-K22134346-001-24-9),0.1080915930598281,BRD-K22134346
ABCC1,UK-356618 (BRD:BRD-K57011718-001-01-5),0.1078599833686664,BRD-K57011718
ABCC1,4-AMINOHIPPURIC-ACID (BRD:BRD-K65544384-001-15-8),0.10775214527058811,BRD-K65544384
ABCC1,RAVOXERTINIB (BRD:BRD-K86309810-001-01-5),0.1073503052378554,BRD-K86309810
ABCC1,GSK1059615 (BRD:BRD-K06750613-001-07-3),0.10684681655214374,BRD-K06750613
ABCC1,RASAGILINE (BRD:BRD-K58114536-001-01-6),0.10666096821999681,BRD-K58114536
ABCC1,ELACESTRANT (BRD:BRD-K00003295-300-01-9),0.10630617313201346,BRD-K00003295
ABCC1,COBIMETINIB (BRD:BRD-K03390685-001-01-7),0.10614903041592227,BRD-K03390685
ABCC1,PHENPROBAMATE (BRD:BRD-K22009844-001-12-5),0.10606489755111972,BRD-K22009844
ABCC1,GPP-78 (BRD:BRD-K83289131-003-01-0),0.10601098676607952,BRD-K83289131
ABCC1,BATIMASTAT (BRD:BRD-K82818427-001-02-2),0.10574833701202975,BRD-K82818427
ABCC1,VANCOMYCIN (BRD:BRD-K91065602-003-05-5),0.10554855441492672,BRD-K91065602
ABCC1,ADIPIC-ACID (BRD:BRD-K10656395-001-02-1),0.10551350882462862,BRD-K10656395
ABCC1,GDC-0623 (BRD:BRD-K46908090-001-02-2),0.10550797528024577,BRD-K46908090
ABCC1,NBQX (BRD:BRD-K11796549-001-04-5),0.10528370891265068,BRD-K11796549
ABCC1,PRECLAMOL (BRD:BRD-K02908048-003-06-4),0.10516359141364386,BRD-K02908048
ABCC1,CC-90003 (BRD:BRD-K00003116-001-01-9),0.1050704683650141,BRD-K00003116
ABCC1,FMOC-L-LEUCINE (BRD:BRD-K15327298-001-05-5),0.10481203030218063,BRD-K15327298
ABCC1,L-733060 (BRD:BRD-K15791587-003-02-5),0.10457030347096125,BRD-K15791587
ABCC1,BITOPERTIN (BRD:BRD-K13756951-001-01-4),0.10434778720352086,BRD-K13756951
ABCC1,TAPOTOCLAX (BRD:BRD-K43900408-001-02-9),0.10424659013994629,BRD-K43900408
ABCC1,4-P-PDOT (BRD:BRD-A67482312-001-02-6),0.10416401641217583,BRD-A67482312
ABCC1,TALAMPANEL (BRD:BRD-K80359953-001-01-3),0.10401817718676247,BRD-K80359953
ABCC1,QUINOLINIC-ACID (BRD:BRD-K51885093-001-11-2),0.10376882503309401,BRD-K51885093
ABCC1,PALMATINE-CHLORIDE (BRD:BRD-K58466253-003-14-0),0.10347807918733956,BRD-K58466253
ABCC1,CHENODEOXYCHOLIC-ACID (BRD:BRD-K18135438-001-14-2),0.10339512097579966,BRD-K18135438
ABCC1,NALBUPHINE (BRD:BRD-K66404838-310-01-1),0.10332781131705117,BRD-K66404838
ABCC1,ARTEMISININ (BRD:BRD-K13112821-001-17-4),0.10325407366134037,BRD-K13112821
ABCC1,ETACRYNIC-ACID (BRD:BRD-K63630713-001-25-8),0.10305009681493539,BRD-K63630713
ABCC1,ARTESUNATE (BRD:BRD-K54634444-001-05-9),0.10284977513915938,BRD-K54634444
ABCC1,EZETIMIBE (BRD:BRD-K42260897-001-09-2),0.10281751852358324,BRD-K42260897
ABCC1,DELIVERT (BRD:BRD-K45503887-001-01-1),0.10267340538352208,BRD-K45503887
ABCC1,BRONOPOL (BRD:BRD-K33457401-001-02-9),0.10251325569377936,BRD-K33457401
ABCC1,TOSUFLOXACIN (BRD:BRD-A41450521-075-10-8),0.10249161286831787,BRD-A41450521
ABCC1,A-1070722 (BRD:BRD-K70329400-001-02-5),0.10238119531215092,BRD-K70329400
ABCC1,"1,3-DIPROPYL-8-PHENYLXANTHINE (BRD:BRD-K41853443-001-02-9)",0.10226613795671338,BRD-K41853443
ABCC1,2-CHLOROPYRAZINE (BRD:BRD-K84075000-001-05-5),0.102197896827973,BRD-K84075000
ABCC1,BUMETANIDE (BRD:BRD-K38197229-001-29-9),0.1019933598844397,BRD-K38197229
ABCC1,ENPROFYLLINE (BRD:BRD-K35007173-001-07-5),0.1019860586601654,BRD-K35007173
ABCC1,L-PROLINE (BRD:BRD-K01666412-001-02-0),0.10187804439867053,BRD-K01666412
ABCC1,4-(AMINOMETHYL)BENZOIC-ACID (BRD:BRD-K00003517-001-01-9),0.10180300396314564,BRD-K00003517
ABCC1,DALBAVANCIN (BRD:BRD-K30177383-001-02-9),0.10175316230057362,BRD-K30177383
ABCC1,AZOSEMIDE (BRD:BRD-K68770713-001-01-8),0.10172111995157525,BRD-K68770713
ABCC1,EC-144 (BRD:BRD-K41705163-001-01-1),0.10087741302599929,BRD-K41705163
ABCC1,TOPIROXOSTAT (BRD:BRD-K77561571-001-01-1),0.10076148626743774,BRD-K77561571
ABCC1,PHA 665752 (BRD:BRD-K95435023-001-10-1),0.10073255360507087,BRD-K95435023
ABCC1,AS-703026 (BRD:BRD-K89014967-001-04-3),0.10002529752061302,BRD-K89014967
ABCC1,SULISOBENZONE (BRD:BRD-K38602774-001-03-2),0.0997219561377452,BRD-K38602774
ABCC1,NALOXEGOL (BRD:BRD-K41458421-034-01-6),0.09967351179509883,BRD-K41458421
ABCC1,KW-3902 (BRD:BRD-A95683721-001-03-8),0.09917535223482395,BRD-A95683721
ABCC1,S63845 (BRD:BRD-K91876515-001-03-9),0.0989679044011365,BRD-K91876515
ABCC1,TRIFLURIDINE (BRD:BRD-K03243820-001-25-3),0.09892662407304915,BRD-K03243820
ABCC1,ACTINONIN (BRD:BRD-K24621118-001-04-9),0.09884605128084402,BRD-K24621118
ABCC1,AMLODIPINE (BRD:BRD-A22032524-074-06-5),0.09882289977109145,BRD-A22032524
ABCC1,BI-847325 (BRD:BRD-K37492701-001-02-9),0.09875291932328786,BRD-K37492701
ABCC1,CGS-9896 (BRD:BRD-K54093161-001-01-8),0.09855319812192607,BRD-K54093161
ABCC1,VLX-600 (BRD:BRD-K26122255-001-01-7),0.09833136268221151,BRD-K26122255
ABCC1,AZD5991 (BRD:BRD-K00005264-001-02-9),0.09831307714454604,BRD-K00005264
ABCC1,EVOGLIPTIN (TARTRATE) (BRD:BRD-K00076940-046-02-9),0.09827393855861735,BRD-K00076940
ABCC1,L-670596 (BRD:BRD-A85472596-001-02-2),0.09821725519029219,BRD-A85472596
ABCC1,FANETIZOLE (BRD:BRD-K60798049-001-03-8),0.09809392621924005,BRD-K60798049
ABCC1,ALPHA-METHYLHISTAMINE-DIHYDROBROMIDE-(R)-(-) (BRD:BRD-K80028314-303-02-6),0.09808288230750342,BRD-K80028314
ABCC1,PRI-724 (BRD:BRD-K00091108-001-01-9),0.09801434117944412,BRD-K00091108
ABCC1,PREDNISOLONE-ACETATE (BRD:BRD-A01643550-001-04-9),0.09794736876878417,BRD-A01643550
ABCC1,CCT196969 (BRD:BRD-K00005244-001-01-9),0.09782596618821543,BRD-K00005244
ABCC1,INOSITOL-HEXANICOTINATE (BRD:BRD-K82800842-001-01-9),0.09766942979278784,BRD-K82800842
ABCC1,UREA (BRD:BRD-K88052444-001-08-8),0.09761395251569004,BRD-K88052444
ABCC1,TC-I-2014 (BRD:BRD-K05262258-001-02-9),0.09725064713200819,BRD-K05262258
ABCC1,SUFUGOLIX (BRD:BRD-K00004582-001-01-9),0.0972436377869513,BRD-K00004582
ABCC1,MUPIROCIN (BRD:BRD-K15262564-001-15-0),0.09715309243783142,BRD-K15262564
ABCC1,RS-102895 (BRD:BRD-K83063356-003-02-5),0.09686414897393725,BRD-K83063356
ABCC1,ORG-26576 (BRD:BRD-K40002998-001-01-5),0.09673769984718221,BRD-K40002998
ABCC1,TIMOFIBRATE (BRD:BRD-A64406146-001-01-2),0.09663256344717559,BRD-A64406146
ABCC1,CEFOSELIS (BRD:BRD-K72339976-065-02-1),0.09657863366299857,BRD-K72339976
ABCC1,C188-9 (BRD:BRD-K00003114-001-01-9),0.09633575158975494,BRD-K00003114
ABCC1,P5091 (BRD:BRD-K13606314-001-01-3),0.09632167953338025,BRD-K13606314
ABCC1,GRANISETRON (BRD:BRD-A10967948-003-06-3),0.09630667594474672,BRD-A10967948
ABCC1,APY-29 (BRD:BRD-K17511755-001-02-9),0.09614466839217532,BRD-K17511755
ABCC1,M-3M3FBS (BRD:BRD-K09635314-001-03-4),0.09614287903507748,BRD-K09635314
ABCC1,P 22077 (BRD:BRD-K97714174-001-01-3),0.09585546669595088,BRD-K97714174
ABCC1,ENTINOSTAT (BRD:BRD-K77908580-001-09-6),0.09561729122249268,BRD-K77908580
ABCC1,LASALOCID (BRD:BRD-A72711497-236-03-8),0.09559457118586823,BRD-A72711497
ABCC1,AZD8330 (BRD:BRD-K37687095-001-06-9),0.09550026205404936,BRD-K37687095
ABCC1,CHIR-98014 (BRD:BRD-K42973005-001-04-0),0.09538520807556625,BRD-K42973005
ABCC1,ORIDONIN (BRD:BRD-K23925186-001-01-0),0.09534072364812576,BRD-K23925186
ABCC1,BRIVANIB-ALANINATE (BRD:BRD-K57187269-001-02-4),0.09524355826361809,BRD-K57187269
ABCC1,ASTX660 (BRD:BRD-K00003508-001-01-9),0.09515896552172999,BRD-K00003508
ABCC1,XILOBAM (BRD:BRD-K79633074-001-01-8),0.09491623708620252,BRD-K79633074
ABCC1,EMIXUSTAT (BRD:BRD-K00003290-003-01-9),0.09477767727176563,BRD-K00003290
ABCC1,TIAGABINE (BRD:BRD-K60160658-003-11-2),0.09441936002405298,BRD-K60160658
ABCC1,FAPI-4 (BRD:BRD-K00091294-001-01-9),0.09438380859706907,BRD-K00091294
ABCC1,CLOFIBRATE (BRD:BRD-K45252063-001-13-6),0.09395821895907902,BRD-K45252063
ABCC1,OXIPEROMIDE (BRD:BRD-K78096648-001-05-7),0.09382395641571659,BRD-K78096648
ABCC1,AOB5560 (BRD:BRD-K88767641-001-01-7),0.0937594786810469,BRD-K88767641
ABCC1,TG-100713 (BRD:BRD-K46392623-001-02-5),0.09319801320672784,BRD-K46392623
ABCC1,L-365260 (BRD:BRD-K34277641-001-01-2),0.09312650807117026,BRD-K34277641
ABCC1,K145 (BRD:BRD-K12106308-003-01-9),0.09290788934475198,BRD-K12106308
ABCC1,BEMESETRON (BRD:BRD-A85587465-001-03-3),0.09277407619438126,BRD-A85587465
ABCC1,TAK-733 (BRD:BRD-K26667523-001-02-5),0.09276729176015253,BRD-K26667523
ABCC1,GSK2194069 (BRD:BRD-K95123482-001-01-6),0.09274007380513467,BRD-K95123482
ABCC1,GW7604 (BRD:BRD-K00073895-001-02-9),0.09270084999559244,BRD-K00073895
ABCC1,BELOTECAN (BRD:BRD-K00003160-003-01-9),0.09256486255781793,BRD-K00003160
ABCC1,BETULINIC-ACID (BRD:BRD-K45401373-001-20-9),0.09231158098176316,BRD-K45401373
ABCC1,AC1NDSS5 (BRD:BRD-K10226125-245-01-5),0.09226276609355094,BRD-K10226125
ABCC1,IBUPROFEN-PICONOL (BRD:BRD-A75224450-001-02-4),0.09212197462520588,BRD-A75224450
ABCC1,GMX1778 (BRD:BRD-K69832040-001-01-9),0.09177487292568487,BRD-K69832040
ABCC1,ANDROGRAPHOLIDE (BRD:BRD-A86619021-001-04-8),0.09154659329028177,BRD-A86619021
ABCC1,PRE-084 (BRD:BRD-K57304726-003-06-9),0.091468398149412,BRD-K57304726
ABCC1,ESTRADIOL-ACETATE (BRD:BRD-K53319039-001-01-8),0.09101614336122558,BRD-K53319039
ABCC1,TELOTRISTAT (BRD:BRD-K63178091-001-01-1),0.09091137899977958,BRD-K63178091
ABCC1,NVP-HSP990 (BRD:BRD-K67915505-001-01-2),0.0909029281700799,BRD-K67915505
ABCC1,CAFFEIC-ACID-PHENETHYL-ESTER (BRD:BRD-K96188950-001-16-9),0.09074709426372238,BRD-K96188950
ABCC1,LDN-212854 (BRD:BRD-K59831625-001-01-6),0.09056286615143523,BRD-K59831625
ABCC1,SKF-89976A (BRD:BRD-A49046702-003-08-3),0.09038666437768297,BRD-A49046702
ABCC1,LIQUIRITIN (BRD:BRD-K39084158-001-08-9),0.09025006919109613,BRD-K39084158
ABCC1,BASMISANIL (BRD:BRD-K00003221-001-01-9),0.08994064011628573,BRD-K00003221
ABCC1,PD 0325901 (BRD:BRD-K49865102-001-08-4),0.08966251827100637,BRD-K49865102
ABCC1,RO-4987655 (BRD:BRD-K64538373-001-01-4),0.08963866590160918,BRD-K64538373
ABCC1,GPI-1046 (BRD:BRD-K44869961-001-01-6),0.08956626746491292,BRD-K44869961
ABCC1,BARNIDIPINE (BRD:BRD-K78781788-003-01-9),0.0891625110083844,BRD-K78781788
ABCC1,PF-03882845 (BRD:BRD-K51041191-001-01-4),0.08904500068031151,BRD-K51041191
ABCC1,CLOFAZIMINE (BRD:BRD-K56614220-001-19-0),0.0888990810429848,BRD-K56614220
ABCC1,MAFENIDE (BRD:BRD-K30649484-003-13-7),0.08885352563735557,BRD-K30649484
ABCC1,SECLIDEMSTAT (BRD:BRD-K00003454-001-01-9),0.08881727587354495,BRD-K00003454
ABCC1,BRL-26314 (BRD:BRD-A57806482-001-01-4),0.08877463521017537,BRD-A57806482
ABCC1,NAPORAFENIB (BRD:BRD-K00003107-001-01-9),0.08876316901118732,BRD-K00003107
ABCC1,OZANIMOD (BRD:BRD-K46625559-001-01-8),0.08836420536606422,BRD-K46625559
ABCC1,FLUPRAZINE (BRD:BRD-K44091134-001-01-9),0.08819326323599153,BRD-K44091134
ABCC1,BENDAMUSTINE (BRD:BRD-K17068645-003-04-2),0.08800240095417045,BRD-K17068645
ABCC1,PHA 793887 (BRD:BRD-K64800655-001-07-4),0.08792275502212957,BRD-K64800655
