Gene,Drug,Pearson_Correlation,id
ABCG2,RIFAPENTINE (BRD:BRD-K28346421-001-06-8),0.10838851691147645,BRD-K28346421
ABCG2,ABT-737 (BRD:BRD-K56301217-001-07-4),0.10785217829127612,BRD-K56301217
ABCG2,KG-5 (BRD:BRD-K90747162-001-01-4),0.10723134356609164,BRD-K90747162
ABCG2,TYRPHOSTIN-AG-835 (BRD:BRD-K17415526-001-03-5),0.10720227407894446,BRD-K17415526
ABCG2,DEHYDROCHOLATE-ACID (BRD:BRD-A11551002-001-04-6),0.10718605700936608,BRD-A11551002
ABCG2,PIRINIXIC-ACID (BRD:BRD-K01902415-001-11-7),0.10718601678518477,BRD-K01902415
ABCG2,GPP-78 (BRD:BRD-K83289131-003-01-0),0.10716497420580254,BRD-K83289131
ABCG2,SPERMINE (BRD:BRD-K18375018-376-02-3),0.10713226651535343,BRD-K18375018
ABCG2,284461-73-0 (BRD:BRD-K23984367-075-15-2),0.10706930575147719,BRD-K23984367
ABCG2,RKI-1447 (BRD:BRD-K19333160-001-01-3),0.10643597366585089,BRD-K19333160
ABCG2,CH-5183284 (BRD:BRD-K11683436-001-01-7),0.10639269219990707,BRD-K11683436
ABCG2,MILTEFOSINE (BRD:BRD-A31811760-001-06-7),0.10628430520452006,BRD-A31811760
ABCG2,PR-619 (BRD:BRD-K54395039-001-01-7),0.10611491583506913,BRD-K54395039
ABCG2,RO-106-9920 (BRD:BRD-A53134341-001-03-2),0.1057558869909111,BRD-A53134341
ABCG2,ADAPTAVIR (BRD:BRD-K37151368-001-01-7),0.10546390939864984,BRD-K37151368
ABCG2,FLUOXETINE (BRD:BRD-A31159102-003-30-4),0.10542742322278573,BRD-A31159102
ABCG2,TCS-359 (BRD:BRD-K81376179-001-04-8),0.10472875814503957,BRD-K81376179
ABCG2,LENALIDOMIDE (BRD:BRD-A17883755-001-06-1),0.10461586015473069,BRD-A17883755
ABCG2,VERBASCOSIDE (BRD:BRD-K36201510-001-06-7),0.1045476263112417,BRD-K36201510
ABCG2,ITI214 (BRD:BRD-K77987496-011-01-9),0.104283820435477,BRD-K77987496
ABCG2,STEMREGENIN-1 (BRD:BRD-K36739687-001-03-0),0.10424886233715634,BRD-K36739687
ABCG2,ONC201 (BRD:BRD-K58529924-001-01-5),0.10389191813216747,BRD-K58529924
ABCG2,ELN-441958 (BRD:BRD-K50699835-001-01-2),0.10356557596929679,BRD-K50699835
ABCG2,LM11A-31 (BRD:BRD-A04649065-001-01-7),0.10356308265617933,BRD-A04649065
ABCG2,CEPHALOTHIN (BRD:BRD-K28210218-236-08-1),0.10337157953360866,BRD-K28210218
ABCG2,SULFAMERAZINE (BRD:BRD-K93524252-001-24-7),0.1030852735696357,BRD-K93524252
ABCG2,U-99194 (BRD:BRD-K70281171-050-08-9),0.10285573558309698,BRD-K70281171
ABCG2,THIOMERSAL (BRD:BRD-K61443650-236-13-1),0.10283532810646312,BRD-K61443650
ABCG2,N-ACETYL-TYROSINE (BRD:BRD-A24857382-001-03-4),0.10257964857774694,BRD-A24857382
ABCG2,AMG-PERK-44 (BRD:BRD-K04374714-003-01-1),0.10249220348350631,BRD-K04374714
ABCG2,NITARSONE (BRD:BRD-K56707426-001-02-0),0.10229466432145856,BRD-K56707426
ABCG2,CGP-20712A (BRD:BRD-A31575449-066-07-8),0.10220506894894965,BRD-A31575449
ABCG2,KAINIC-ACID (BRD:BRD-K52459018-001-09-1),0.10215988296237351,BRD-K52459018
ABCG2,SKI-II (BRD:BRD-K20755323-001-05-9),0.10215739395141056,BRD-K20755323
ABCG2,THZ2 (BRD:BRD-K95902121-001-01-0),0.10203557739607504,BRD-K95902121
ABCG2,VESNARINONE (BRD:BRD-K13414800-001-01-3),0.10190013655481552,BRD-K13414800
ABCG2,UREA (BRD:BRD-K88052444-001-08-8),0.10185586664488729,BRD-K88052444
ABCG2,OMBRABULIN (BRD:BRD-K00003267-003-01-9),0.10182744727288787,BRD-K00003267
ABCG2,HIGENAMINE (BRD:BRD-A55204514-003-01-2),0.10165499343708391,BRD-A55204514
ABCG2,AMYGDALIN (BRD:BRD-K03504028-001-07-6),0.10154207955819951,BRD-K03504028
ABCG2,ORIDONIN (BRD:BRD-K23925186-001-02-8),0.10145240805606547,BRD-K23925186
ABCG2,RYUVIDINE (BRD:BRD-K06426971-001-02-7),0.1014050517038236,BRD-K06426971
ABCG2,ML-277 (BRD:BRD-K60020910-001-02-5),0.10132022091775487,BRD-K60020910
ABCG2,BEGACESTAT (BRD:BRD-K58319700-001-01-1),0.10122276899751002,BRD-K58319700
ABCG2,TG-100713 (BRD:BRD-K46392623-001-02-5),0.10112023131268359,BRD-K46392623
ABCG2,SR-3576 (BRD:BRD-K50378376-001-01-8),0.10104707749643792,BRD-K50378376
ABCG2,METHYCLOTHIAZIDE (BRD:BRD-A95340155-001-09-7),0.10069649159679162,BRD-A95340155
ABCG2,GSK2983559 (FREE ACID) (BRD:BRD-K00091265-001-01-9),0.10065360041121703,BRD-K00091265
ABCG2,2-ETHOXYBENZOIC-ACID (BRD:BRD-K04843302-001-02-5),0.10049774446482193,BRD-K04843302
ABCG2,NEFOPAM (BRD:BRD-A78877355-001-03-0),0.10032884456785829,BRD-A78877355
ABCG2,ISOBUTYRAMIDE (BRD:BRD-K54057105-001-01-2),0.10001295693097653,BRD-K54057105
ABCG2,EFINACONAZOLE (BRD:BRD-A30774155-001-01-2),0.09981783687496949,BRD-A30774155
ABCG2,SDZ-21009 (BRD:BRD-A15530910-001-02-1),0.09959991416390916,BRD-A15530910
ABCG2,CEP-40783 (BRD:BRD-K00003396-001-01-9),0.09952711479480364,BRD-K00003396
ABCG2,NALBUPHINE (BRD:BRD-K66404838-310-01-1),0.09950037841625416,BRD-K66404838
ABCG2,DIBENZOTHIOPHENE (BRD:BRD-K46863940-001-06-2),0.09875930728984564,BRD-K46863940
ABCG2,ZOPOLRESTAT (BRD:BRD-K84459715-001-01-6),0.09853880990572822,BRD-K84459715
ABCG2,FOSPHENYTOIN (BRD:BRD-K53809807-304-02-4),0.09825591436820248,BRD-K53809807
ABCG2,MOZAVAPTAN (BRD:BRD-A31095847-001-02-3),0.09791611471364467,BRD-A31095847
ABCG2,AS-1892802 (BRD:BRD-K27051047-001-01-0),0.09779895018107075,BRD-K27051047
ABCG2,PFI-1 (BRD:BRD-K13094524-001-07-5),0.09760974411197892,BRD-K13094524
ABCG2,JD-5037 (BRD:BRD-K00003271-001-01-9),0.09741056827209027,BRD-K00003271
ABCG2,OMARIGLIPTIN (BRD:BRD-K14171291-001-01-4),0.0971312577581157,BRD-K14171291
ABCG2,TC-I-15 (BRD:BRD-K17621556-001-01-5),0.09693548908783856,BRD-K17621556
ABCG2,NADIFLOXACIN (BRD:BRD-A24397426-001-10-4),0.09690393234967232,BRD-A24397426
ABCG2,TC-N-1752 (BRD:BRD-K78161388-001-01-2),0.09676874271192167,BRD-K78161388
ABCG2,ERDAFITINIB (BRD:BRD-K84868168-001-01-0),0.09672663118255975,BRD-K84868168
ABCG2,SP-141 (BRD:BRD-K28571773-001-01-6),0.09664497133435583,BRD-K28571773
ABCG2,DIHYDROARTEMISININ (BRD:BRD-K62213621-001-01-6),0.0964963108901742,BRD-K62213621
ABCG2,AMD-3465 (BRD:BRD-K03019184-439-02-9),0.09629851906690522,BRD-K03019184
ABCG2,ALTIRATINIB (BRD:BRD-K78627070-001-01-5),0.09618917271320229,BRD-K78627070
ABCG2,BNC105 (BRD:BRD-K20468903-001-01-6),0.09616558991932622,BRD-K20468903
ABCG2,PALMATINE-CHLORIDE (BRD:BRD-K58466253-003-14-0),0.09615380379889744,BRD-K58466253
ABCG2,SELENOMETHIONINE (BRD:BRD-K74664543-213-01-2),0.09612948706714423,BRD-K74664543
ABCG2,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.09586536813147285,BRD-K28537285
ABCG2,PF-477736 (BRD:BRD-K03063480-001-06-6),0.09581590596079793,BRD-K03063480
ABCG2,MOXONIDINE (BRD:BRD-K77771411-003-10-7),0.0957365239689344,BRD-K77771411
ABCG2,TESTOSTERONE-ENANTHATE (BRD:BRD-K89657519-001-01-8),0.09569202766698705,BRD-K89657519
ABCG2,PHENYL-AMINOSALICYLATE (BRD:BRD-K73157543-001-04-1),0.09548259458984407,BRD-K73157543
ABCG2,GIDAZEPAM (BRD:BRD-K22588750-001-07-0),0.09526395409749475,BRD-K22588750
ABCG2,LIRAGLUTIDE (BRD:BRD-A48274390-001-01-8),0.09524532706205513,BRD-A48274390
ABCG2,GLY-GLN (BRD:BRD-K85066592-001-01-6),0.09523804140901006,BRD-K85066592
ABCG2,AQ-RA741 (BRD:BRD-K81729199-001-02-8),0.09508287761879866,BRD-K81729199
ABCG2,BUTYLPHTHALIDE (BRD:BRD-A59378440-001-01-3),0.09471419247107854,BRD-A59378440
ABCG2,BI-78D3 (BRD:BRD-K73982490-001-02-9),0.09470701688273976,BRD-K73982490
ABCG2,TROSPIUM (BRD:BRD-K69469734-003-02-5),0.094686143673516,BRD-K69469734
ABCG2,"2,3-DCPE (BRD:BRD-K61734568-003-02-1)",0.09433886536040659,BRD-K61734568
ABCG2,ERIBULIN (BRD:BRD-K00003156-066-01-9),0.0942904900950623,BRD-K00003156
ABCG2,BEZAFIBRATE (BRD:BRD-K46018455-001-27-6),0.0942047258522382,BRD-K46018455
ABCG2,NU-1025 (BRD:BRD-K48692744-001-02-0),0.09406504827723049,BRD-K48692744
ABCG2,DM4 (BRD:BRD-K00090635-001-01-9),0.09401403988333669,BRD-K00090635
ABCG2,BW-348U87 (BRD:BRD-K00004593-001-01-9),0.09395697911665496,BRD-K00004593
ABCG2,DRONEDARONE (BRD:BRD-K05524748-003-04-4),0.09365041815534329,BRD-K05524748
ABCG2,MEDICA-16 (BRD:BRD-K92908289-001-01-8),0.09362327129921102,BRD-K92908289
ABCG2,CIM-0216 (BRD:BRD-A75514485-001-02-9),0.09337389139537201,BRD-A75514485
ABCG2,PURMORPHAMINE (BRD:BRD-K73397362-001-06-6),0.0933141474391181,BRD-K73397362
ABCG2,MEQUINOL (BRD:BRD-K45216060-001-10-0),0.09324471541103646,BRD-K45216060
ABCG2,CPP (BRD:BRD-K66094457-001-01-5),0.09300294802106125,BRD-K66094457
ABCG2,TROPICAMIDE (BRD:BRD-A79672927-001-20-7),0.09294516405671308,BRD-A79672927
ABCG2,CX-4945 (BRD:BRD-K81458380-001-04-9),0.09288338776619764,BRD-K81458380
ABCG2,FLI-06 (BRD:BRD-A44500574-001-01-8),0.0928685191724064,BRD-A44500574
ABCG2,NPS-2143 (BRD:BRD-K75506300-001-01-6),0.09251350145469422,BRD-K75506300
ABCG2,AZD9668 (BRD:BRD-K31476763-001-01-5),0.0923370244537283,BRD-K31476763
ABCG2,BENTAZEPAM (BRD:BRD-K89490285-001-08-1),0.09216697192334984,BRD-K89490285
ABCG2,TIDEGLUSIB (BRD:BRD-K81330143-001-04-8),0.0921473982694249,BRD-K81330143
ABCG2,FIRSOCOSTAT (BRD:BRD-K00003236-001-01-9),0.09209379001519374,BRD-K00003236
ABCG2,BRIVANIB-ALANINATE (BRD:BRD-K57187269-001-02-4),0.09207384768911399,BRD-K57187269
ABCG2,DIPRAGLURANT (BRD:BRD-K64838454-001-01-0),0.09202493429340829,BRD-K64838454
ABCG2,PF-06459988 (BRD:BRD-K00003311-001-01-9),0.09154800545300772,BRD-K00003311
ABCG2,AZD2461 (BRD:BRD-K85014146-001-02-5),0.09142994513631733,BRD-K85014146
ABCG2,RIFAMPIN (BRD:BRD-A23603052-001-03-2),0.09142586060941178,BRD-A23603052
ABCG2,ADOPRAZINE (BRD:BRD-K34870043-001-01-8),0.09138396524087855,BRD-K34870043
ABCG2,BAX-CHANNEL-BLOCKER (BRD:BRD-A18763547-300-05-5),0.09133997740696925,BRD-A18763547
ABCG2,R-1485 (BRD:BRD-K96418224-300-01-8),0.09130540055909672,BRD-K96418224
ABCG2,LOSARTAN (BRD:BRD-K76205745-237-16-5),0.09125479117908043,BRD-K76205745
ABCG2,OLAPARIB (BRD:BRD-K02113016-001-15-4),0.09094711407546383,BRD-K02113016
ABCG2,A-317491 (BRD:BRD-K38019854-323-01-4),0.09093937035877278,BRD-K38019854
ABCG2,INH1 (BRD:BRD-K70177501-003-01-4),0.09088599203797498,BRD-K70177501
ABCG2,ARECAIDINE-BUT-2-YNYL-ESTER (BRD:BRD-K63792901-075-02-1),0.09080148210592584,BRD-K63792901
ABCG2,VINDESINE (BRD:BRD-K59753975-001-02-6),0.09069299673981422,BRD-K59753975
ABCG2,MIVOBULIN (BRD:BRD-K39576764-071-01-6),0.0906742204862565,BRD-K39576764
ABCG2,ETOFYLLINE (BRD:BRD-K83064458-001-23-0),0.09062541286535576,BRD-K83064458
ABCG2,DMH4 (BRD:BRD-K40575944-001-01-5),0.09055302436000028,BRD-K40575944
ABCG2,N-SALICOYLAMINOPHENOL (BRD:BRD-K39693230-001-01-2),0.0904415500845858,BRD-K39693230
ABCG2,RADAFAXINE (BRD:BRD-K13394247-003-01-4),0.09036395336189769,BRD-K13394247
ABCG2,7-KETO-DHEA (BRD:BRD-K07785030-001-01-6),0.09025766633435046,BRD-K07785030
ABCG2,RO-90-7501 (BRD:BRD-K58299615-001-03-5),0.09022620282989584,BRD-K58299615
ABCG2,HEXAMINOLEVULINATE (BRD:BRD-K73753850-003-01-6),0.09012463915944931,BRD-K73753850
ABCG2,DEHYDROCORYDALINE (BRD:BRD-K67186445-001-02-1),0.09005812568391991,BRD-K67186445
ABCG2,TEIJIN-COMPOUND-1 (BRD:BRD-K51528698-003-01-4),0.08994219542115235,BRD-K51528698
ABCG2,MGCD-265 (BRD:BRD-K56277358-001-07-5),0.08971198601508229,BRD-K56277358
ABCG2,C188-9 (BRD:BRD-K00003114-001-01-9),0.08966993199051716,BRD-K00003114
ABCG2,FK-962 (BRD:BRD-K80607346-001-01-1),0.08959748264364492,BRD-K80607346
ABCG2,TH-588 (BRD:BRD-K01054709-001-01-3),0.08928841082470482,BRD-K01054709
ABCG2,CROLIBULIN (BRD:BRD-K00003162-001-01-9),0.08919514781887936,BRD-K00003162
ABCG2,BIX-02188 (BRD:BRD-K20290250-001-01-3),0.08914864417790173,BRD-K20290250
ABCG2,METHOCARBAMOL (BRD:BRD-A31521121-001-26-4),0.08914089964955893,BRD-A31521121
ABCG2,PBI-4050 (BRD:BRD-K00003391-236-01-9),0.08905329708534895,BRD-K00003391
ABCG2,8-HYDROXY-DPAT (BRD:BRD-A48015106-004-08-9),0.08900117066674186,BRD-A48015106
ABCG2,TAK-875 (BRD:BRD-K58501140-002-01-0),0.08890979861454228,BRD-K58501140
ABCG2,AZ-12080282 (BRD:BRD-K05973499-300-01-0),0.08887321313585997,BRD-K05973499
ABCG2,PIDNARULEX (BRD:BRD-K12787259-001-04-3),0.08881856048029135,BRD-K12787259
ABCG2,"1-(1,2-DIPHENYLETHYL)PIPERIDINE-(+/-) (BRD:BRD-A86415025-050-01-0)",0.08877753185714873,BRD-A86415025
ABCG2,BLONANSERIN (BRD:BRD-K25943794-001-02-3),0.08877275037164287,BRD-K25943794
ABCG2,HYPOXANTHINE (BRD:BRD-K03739921-001-06-8),0.08872469085918303,BRD-K03739921
ABCG2,AR-C155858 (BRD:BRD-K42325600-001-01-8),0.08856047932233509,BRD-K42325600
ABCG2,LACITOL (BRD:BRD-K40787673-001-02-1),0.08847856922609575,BRD-K40787673
ABCG2,PHENPROBAMATE (BRD:BRD-K22009844-001-12-5),0.08844101162777647,BRD-K22009844
ABCG2,DFB (BRD:BRD-K82002057-001-01-2),0.08840484372678246,BRD-K82002057
ABCG2,ENFLURANE (BRD:BRD-A51831848-001-01-7),0.08837982298840062,BRD-A51831848
ABCG2,OT-R-ANTAGONIST-1 (BRD:BRD-K42009284-001-01-1),0.08830837094861096,BRD-K42009284
ABCG2,A-922500 (BRD:BRD-K28861668-001-01-9),0.08827646417975431,BRD-K28861668
ABCG2,PINCAINIDE (BRD:BRD-K90727284-001-05-0),0.08821962400453902,BRD-K90727284
ABCG2,VORAPAXAR (BRD:BRD-K93442924-001-03-4),0.08809676834911384,BRD-K93442924
ABCG2,SECLIDEMSTAT (BRD:BRD-K00003454-001-01-9),0.08783515923201356,BRD-K00003454
ABCG2,TAMSULOSIN (BRD:BRD-K74339692-001-01-9),0.08781672584093772,BRD-K74339692
ABCG2,TAK-593 (BRD:BRD-K67262033-001-01-0),0.0878015140348749,BRD-K67262033
ABCG2,NVP-TNKS656 (BRD:BRD-K87454346-001-01-1),0.0876628009833667,BRD-K87454346
ABCG2,TC-G-1000 (BRD:BRD-K27010807-050-02-9),0.08760064554014149,BRD-K27010807
ABCG2,RU-58841 (BRD:BRD-K62762455-001-01-3),0.08748988920262754,BRD-K62762455
ABCG2,AMODIAQUINE (BRD:BRD-K91290917-300-01-8),0.08738427861151382,BRD-K91290917
ABCG2,TCS-2210 (BRD:BRD-K19958299-001-02-9),0.08704145910621947,BRD-K19958299
